Date,Location,Incident_Type,Vessel_Type,Casualties,Cargo_Loss,Country,Latitude,Longitude,Description
2018-09-11,Mediterranean Sea,Grounding,Tanker,14.0,No,USA,-16.322493575855447,107.09652098629675,Grounding involving a Tanker vessel in Mediterranean Sea.
2011-06-10,Pacific Ocean,Fire/Explosion,Tanker,8.0,Yes,UK,-5.203971942659791,26.80987776515613,Fire/Explosion involving a Tanker vessel in Pacific Ocean.
2023-06-04,Atlantic Ocean,Capsizing,Tanker,10.0,No,Japan,23.59044962745243,80.16551121521627,Capsizing involving a Tanker vessel in Atlantic Ocean.
2012-09-22,Indian Ocean,Fire/Explosion,Tanker,10.0,No,Germany,61.30460391138077,-97.97232827779222,Fire/Explosion involving a Tanker vessel in Indian Ocean.
2019-10-29,South China Sea,Capsizing,Military,7.5,No,USA,-32.138664131151764,132.14227579678658,Capsizing involving a Military vessel in South China Sea.
2025-02-03,Atlantic Ocean,Collision,Cargo,2.0,Yes,Germany,1.3787804460928186,-160.67263100742886,Collision involving a Cargo vessel in Atlantic Ocean.
2012-05-04,Baltic Sea,Fire/Explosion,Tanker,2.0,Yes,Japan,12.10981533670224,149.13036870123813,Fire/Explosion involving a Tanker vessel in Baltic Sea.
2012-02-29,Mediterranean Sea,Capsizing,Passenger,12.0,No,Japan,-46.088717246272665,-13.252161093343062,Capsizing involving a Passenger vessel in Mediterranean Sea.
2021-07-28,Baltic Sea,Piracy,Tanker,16.0,No,Singapore,-11.268695498559197,-97.29268898290665,Piracy involving a Tanker vessel in Baltic Sea.
2025-01-02,South China Sea,Capsizing,Cargo,4.0,No,China,-43.86331772478539,-169.21004393706713,Capsizing involving a Cargo vessel in South China Sea.
2017-09-28,Atlantic Ocean,Collision,Military,10.5,Yes,Singapore,-21.866050277908293,83.44527055958787,Collision involving a Military vessel in Atlantic Ocean.
2016-10-25,Indian Ocean,Collision,Military,4.5,Yes,UK,28.867920157858592,-138.29191198805606,Collision involving a Military vessel in Indian Ocean.
2025-10-28,Indian Ocean,Grounding,Fishing,4.0,No,Japan,2.606459537794642,130.75956852786265,Grounding involving a Fishing vessel in Indian Ocean.
2012-02-25,Atlantic Ocean,Grounding,Fishing,3.5,No,China,-58.63064678677067,58.79769784660104,Grounding involving a Fishing vessel in Atlantic Ocean.
2015-06-15,Baltic Sea,Grounding,Tanker,12.0,No,Norway,-27.647789170046963,82.01070132679928,Grounding involving a Tanker vessel in Baltic Sea.
2014-07-19,Atlantic Ocean,Fire/Explosion,Military,7.5,No,Germany,-17.805687435473494,-27.819945792420725,Fire/Explosion involving a Military vessel in Atlantic Ocean.
2024-12-12,South China Sea,Capsizing,Passenger,12.0,No,Japan,1.0153680871307245,144.6946449820406,Capsizing involving a Passenger vessel in South China Sea.
2011-10-30,Atlantic Ocean,Grounding,Tanker,12.0,Yes,Japan,40.00781766786967,-2.3270001161193363,Grounding involving a Tanker vessel in Atlantic Ocean.
2011-02-27,Baltic Sea,Piracy,Passenger,9.0,No,China,-15.974938986384807,151.34107739281484,Piracy involving a Passenger vessel in Baltic Sea.
2018-10-02,South China Sea,Fire/Explosion,Cargo,3.0,Yes,UK,-39.41208861885869,155.31627425066415,Fire/Explosion involving a Cargo vessel in South China Sea.
2023-02-22,Pacific Ocean,Fire/Explosion,Fishing,3.5,Yes,India,6.1784278192988324,-144.4928243794451,Fire/Explosion involving a Fishing vessel in Pacific Ocean.
2024-11-06,Baltic Sea,Piracy,Passenger,30.0,No,UK,48.6727841437996,-2.4032813120632284,Piracy involving a Passenger vessel in Baltic Sea.
2019-04-23,Pacific Ocean,Piracy,Passenger,6.0,Yes,USA,-19.771752571105488,39.94717084173743,Piracy involving a Passenger vessel in Pacific Ocean.
2010-06-15,Baltic Sea,Capsizing,Passenger,21.0,No,Singapore,31.593383792835,-146.47813733859545,Capsizing involving a Passenger vessel in Baltic Sea.
2014-01-24,Atlantic Ocean,Grounding,Military,12.0,Yes,Norway,47.04291137237408,56.34226701758308,Grounding involving a Military vessel in Atlantic Ocean.
2017-02-12,Pacific Ocean,Collision,Cargo,3.0,No,UK,5.804532715147843,-24.591724427036553,Collision involving a Cargo vessel in Pacific Ocean.
2012-06-15,South China Sea,Grounding,Passenger,18.0,No,China,-50.064521828887706,-54.69740468708183,Grounding involving a Passenger vessel in South China Sea.
2012-12-12,South China Sea,Collision,Fishing,4.0,No,UK,-43.376401857870626,-99.77604672848594,Collision involving a Fishing vessel in South China Sea.
2021-02-11,Indian Ocean,Fire/Explosion,Fishing,1.5,Yes,Singapore,-55.75532719027653,112.91771628938176,Fire/Explosion involving a Fishing vessel in Indian Ocean.
2016-10-07,Pacific Ocean,Collision,Passenger,9.0,No,USA,-32.70268674910206,163.32790873953343,Collision involving a Passenger vessel in Pacific Ocean.
2012-06-30,Atlantic Ocean,Fire/Explosion,Fishing,3.5,No,USA,13.820268283883436,23.658602824816057,Fire/Explosion involving a Fishing vessel in Atlantic Ocean.
2010-04-07,Indian Ocean,Capsizing,Fishing,3.0,No,India,-58.63218114829748,10.46877454025929,Capsizing involving a Fishing vessel in Indian Ocean.
2015-09-29,Atlantic Ocean,Piracy,Passenger,24.0,No,Norway,-20.100285044061984,165.74660695055678,Piracy involving a Passenger vessel in Atlantic Ocean.
2018-07-30,South China Sea,Grounding,Passenger,30.0,Yes,China,-1.5155528420715356,-48.97772206059716,Grounding involving a Passenger vessel in South China Sea.
2019-06-01,South China Sea,Collision,Fishing,1.5,No,UK,1.4626492729696992,62.05731220678635,Collision involving a Fishing vessel in South China Sea.
2012-04-23,Mediterranean Sea,Grounding,Military,10.5,No,Singapore,64.78059642262699,7.8766074956668035,Grounding involving a Military vessel in Mediterranean Sea.
2014-01-18,Indian Ocean,Piracy,Fishing,3.5,No,Norway,-44.34274791263505,159.9766664830936,Piracy involving a Fishing vessel in Indian Ocean.
2016-12-19,Baltic Sea,Collision,Military,7.5,No,UK,37.41409434188839,-66.81092487941405,Collision involving a Military vessel in Baltic Sea.
2017-05-29,South China Sea,Collision,Tanker,8.0,Yes,Singapore,56.1507847959124,25.406686183132763,Collision involving a Tanker vessel in South China Sea.
2010-02-02,Mediterranean Sea,Fire/Explosion,Tanker,10.0,Yes,India,-52.11684231263219,-177.20414012401557,Fire/Explosion involving a Tanker vessel in Mediterranean Sea.
2017-09-25,Indian Ocean,Collision,Fishing,3.5,Yes,USA,4.643337089739873,-106.31039021650076,Collision involving a Fishing vessel in Indian Ocean.
2017-04-22,Atlantic Ocean,Fire/Explosion,Passenger,12.0,No,Germany,31.54976208835369,-126.45010826585039,Fire/Explosion involving a Passenger vessel in Atlantic Ocean.
2014-12-28,Pacific Ocean,Capsizing,Passenger,9.0,Yes,China,61.91084074673957,-82.79322697897868,Capsizing involving a Passenger vessel in Pacific Ocean.
2022-01-24,Baltic Sea,Piracy,Fishing,1.5,No,Japan,-28.467952160519136,141.16626195986981,Piracy involving a Fishing vessel in Baltic Sea.
2012-04-03,Baltic Sea,Collision,Passenger,6.0,No,China,-27.230273555658428,13.642552497371469,Collision involving a Passenger vessel in Baltic Sea.
2016-04-12,Indian Ocean,Piracy,Military,3.0,No,Germany,34.4237034998382,87.94877734836984,Piracy involving a Military vessel in Indian Ocean.
2018-12-07,Pacific Ocean,Fire/Explosion,Fishing,1.0,No,UK,62.6928675567694,-94.95266507651597,Fire/Explosion involving a Fishing vessel in Pacific Ocean.
2019-01-25,Pacific Ocean,Grounding,Passenger,12.0,Yes,Norway,13.505987649313468,-137.54948773801277,Grounding involving a Passenger vessel in Pacific Ocean.
2025-06-24,Baltic Sea,Grounding,Fishing,2.0,Yes,Norway,47.94427461140805,-74.77189301348187,Grounding involving a Fishing vessel in Baltic Sea.
2022-02-16,Atlantic Ocean,Collision,Military,4.5,No,Norway,33.0008010208344,-108.72700756607938,Collision involving a Military vessel in Atlantic Ocean.
2019-09-08,Baltic Sea,Grounding,Cargo,5.0,No,UK,11.876972169135044,-94.25725116352001,Grounding involving a Cargo vessel in Baltic Sea.
2025-12-14,South China Sea,Piracy,Fishing,2.5,No,Germany,6.014659352448476,-165.41999029501068,Piracy involving a Fishing vessel in South China Sea.
2020-09-08,Baltic Sea,Fire/Explosion,Cargo,6.0,Yes,Singapore,-33.42687653160094,141.75059861180137,Fire/Explosion involving a Cargo vessel in Baltic Sea.
2023-03-25,Pacific Ocean,Grounding,Passenger,15.0,No,Singapore,-51.42662810729396,-115.85193049733995,Grounding involving a Passenger vessel in Pacific Ocean.
2022-12-26,South China Sea,Fire/Explosion,Fishing,3.0,Yes,USA,10.363194545718528,87.89938427188048,Fire/Explosion involving a Fishing vessel in South China Sea.
2024-04-14,Mediterranean Sea,Capsizing,Cargo,3.0,Yes,Singapore,19.773455752531447,151.04974190086307,Capsizing involving a Cargo vessel in Mediterranean Sea.
2024-05-21,Indian Ocean,Fire/Explosion,Cargo,9.0,Yes,Germany,14.161417600642466,-166.86622482897516,Fire/Explosion involving a Cargo vessel in Indian Ocean.
2024-12-01,South China Sea,Fire/Explosion,Fishing,2.0,No,Norway,67.009573972329,128.59221156753534,Fire/Explosion involving a Fishing vessel in South China Sea.
2016-01-09,Pacific Ocean,Piracy,Passenger,15.0,Yes,UK,-46.08703417501389,90.12912163879713,Piracy involving a Passenger vessel in Pacific Ocean.
2016-11-26,South China Sea,Capsizing,Military,13.5,Yes,India,16.419022990774806,140.3962345713212,Capsizing involving a Military vessel in South China Sea.
2025-12-22,Mediterranean Sea,Collision,Passenger,27.0,No,USA,-25.01881516811887,-74.97988001077353,Collision involving a Passenger vessel in Mediterranean Sea.
2014-08-20,Baltic Sea,Grounding,Passenger,12.0,No,Norway,-39.8808918235249,106.7125823097901,Grounding involving a Passenger vessel in Baltic Sea.
2025-05-09,Indian Ocean,Grounding,Military,6.0,No,China,-49.39475865560731,-133.99109425293577,Grounding involving a Military vessel in Indian Ocean.
2015-08-26,South China Sea,Collision,Fishing,2.0,Yes,USA,-43.42608412277116,20.534375547770907,Collision involving a Fishing vessel in South China Sea.
2018-05-02,Pacific Ocean,Capsizing,Cargo,6.0,No,Japan,-20.25522090198065,51.26814457015246,Capsizing involving a Cargo vessel in Pacific Ocean.
2022-02-05,Baltic Sea,Grounding,Fishing,3.0,No,UK,-11.62269107683462,-75.4720796464977,Grounding involving a Fishing vessel in Baltic Sea.
2022-05-28,South China Sea,Grounding,Military,10.5,Yes,USA,68.2946069350854,-80.40586824132153,Grounding involving a Military vessel in South China Sea.
2019-02-22,Indian Ocean,Capsizing,Military,1.5,Yes,China,26.779708391847635,-5.07129261802865,Capsizing involving a Military vessel in Indian Ocean.
2010-07-21,Baltic Sea,Fire/Explosion,Fishing,2.0,No,Singapore,69.84925034302515,-168.3798003598528,Fire/Explosion involving a Fishing vessel in Baltic Sea.
2015-05-05,Pacific Ocean,Collision,Cargo,10.0,No,Norway,-25.710571699328057,59.50006479045899,Collision involving a Cargo vessel in Pacific Ocean.
2019-11-26,South China Sea,Fire/Explosion,Passenger,18.0,Yes,Germany,-39.52670722253842,-117.416434445767,Fire/Explosion involving a Passenger vessel in South China Sea.
2022-09-22,Baltic Sea,Fire/Explosion,Cargo,8.0,No,India,28.548125324634682,-166.15985877989476,Fire/Explosion involving a Cargo vessel in Baltic Sea.
2019-05-30,Mediterranean Sea,Collision,Fishing,4.5,Yes,India,14.043124554686969,-167.58114859120076,Collision involving a Fishing vessel in Mediterranean Sea.
2022-08-03,Mediterranean Sea,Piracy,Fishing,3.0,No,Germany,-0.910239133508874,1.209926304223245,Piracy involving a Fishing vessel in Mediterranean Sea.
2014-11-22,Indian Ocean,Capsizing,Fishing,1.0,Yes,Norway,-0.2730428704037777,179.84002781546002,Capsizing involving a Fishing vessel in Indian Ocean.
2021-04-01,Pacific Ocean,Capsizing,Fishing,4.5,Yes,India,-23.16999009135384,-179.45846190087255,Capsizing involving a Fishing vessel in Pacific Ocean.
2023-09-20,Pacific Ocean,Collision,Cargo,4.0,Yes,India,-43.81532985489217,-58.00527923278017,Collision involving a Cargo vessel in Pacific Ocean.
2020-02-18,Indian Ocean,Capsizing,Fishing,3.5,Yes,China,46.62874352478114,-19.323404319643146,Capsizing involving a Fishing vessel in Indian Ocean.
2023-02-15,Mediterranean Sea,Capsizing,Passenger,6.0,Yes,Germany,46.23324761196962,-91.13161100690121,Capsizing involving a Passenger vessel in Mediterranean Sea.
2016-09-01,Atlantic Ocean,Piracy,Fishing,3.0,No,India,29.507955695515278,-117.92896259934787,Piracy involving a Fishing vessel in Atlantic Ocean.
2021-05-14,Indian Ocean,Piracy,Military,6.0,No,USA,0.5540556759270956,169.13036222891287,Piracy involving a Military vessel in Indian Ocean.
2012-05-22,Pacific Ocean,Fire/Explosion,Military,12.0,No,Germany,-29.32645861170677,-126.81217535902513,Fire/Explosion involving a Military vessel in Pacific Ocean.
2013-10-22,Pacific Ocean,Grounding,Cargo,3.0,No,Japan,-49.703537942593286,61.00958329183388,Grounding involving a Cargo vessel in Pacific Ocean.
2020-03-12,Mediterranean Sea,Grounding,Passenger,3.0,No,Norway,-38.90011600513783,57.64122604963572,Grounding involving a Passenger vessel in Mediterranean Sea.
2024-01-30,Pacific Ocean,Capsizing,Military,10.5,Yes,Singapore,-44.21635426911969,-131.63576140810562,Capsizing involving a Military vessel in Pacific Ocean.
2016-03-13,Mediterranean Sea,Grounding,Passenger,6.0,No,UK,4.054548232716982,152.87359209533258,Grounding involving a Passenger vessel in Mediterranean Sea.
2015-06-14,South China Sea,Piracy,Passenger,15.0,No,Norway,57.024642648491294,113.8919741778347,Piracy involving a Passenger vessel in South China Sea.
2013-10-01,South China Sea,Capsizing,Cargo,7.0,No,India,11.629478239090545,133.23696422666745,Capsizing involving a Cargo vessel in South China Sea.
2025-09-25,Baltic Sea,Piracy,Military,6.0,No,China,-56.8880463075996,-167.21500343212858,Piracy involving a Military vessel in Baltic Sea.
2018-07-31,Mediterranean Sea,Collision,Cargo,6.0,No,Singapore,-2.81651578543174,-56.55674317433936,Collision involving a Cargo vessel in Mediterranean Sea.
2022-07-27,Indian Ocean,Piracy,Cargo,5.0,Yes,India,10.893534649283708,-90.46039422959143,Piracy involving a Cargo vessel in Indian Ocean.
2011-10-04,Mediterranean Sea,Piracy,Military,12.0,Yes,UK,-48.04616567941861,105.5712992583031,Piracy involving a Military vessel in Mediterranean Sea.
2018-12-30,Atlantic Ocean,Collision,Military,10.5,Yes,USA,21.84259186242693,58.86716346717847,Collision involving a Military vessel in Atlantic Ocean.
2021-01-17,South China Sea,Grounding,Fishing,2.5,Yes,Singapore,58.80070226180514,-88.54833118119731,Grounding involving a Fishing vessel in South China Sea.
2017-11-26,Atlantic Ocean,Grounding,Fishing,2.0,Yes,Norway,-52.05102424687413,-99.23272523067553,Grounding involving a Fishing vessel in Atlantic Ocean.
2010-10-15,Baltic Sea,Grounding,Military,12.0,No,Germany,8.25727136808952,-53.60006185803181,Grounding involving a Military vessel in Baltic Sea.
2022-07-28,Indian Ocean,Collision,Cargo,4.0,No,UK,41.40745471482393,101.93220361405946,Collision involving a Cargo vessel in Indian Ocean.
2011-05-30,Pacific Ocean,Capsizing,Passenger,24.0,Yes,Japan,56.00791917916639,-20.28085458296573,Capsizing involving a Passenger vessel in Pacific Ocean.
2015-09-25,Indian Ocean,Piracy,Fishing,2.0,No,Norway,56.024247806544864,-122.66265273666734,Piracy involving a Fishing vessel in Indian Ocean.
2014-07-08,South China Sea,Fire/Explosion,Passenger,15.0,Yes,China,32.59771651331636,66.25918885307189,Fire/Explosion involving a Passenger vessel in South China Sea.
2012-03-06,Indian Ocean,Collision,Military,6.0,No,India,19.32521239383354,168.31631941586613,Collision involving a Military vessel in Indian Ocean.
2023-01-28,Baltic Sea,Capsizing,Passenger,15.0,No,Japan,34.72503956817883,31.062935266925933,Capsizing involving a Passenger vessel in Baltic Sea.
2023-01-24,Indian Ocean,Collision,Military,12.0,Yes,India,53.0245234819096,-144.15091853144466,Collision involving a Military vessel in Indian Ocean.
2023-08-04,Pacific Ocean,Grounding,Passenger,12.0,No,USA,-7.506342336167741,-114.71888940894472,Grounding involving a Passenger vessel in Pacific Ocean.
2017-08-06,Indian Ocean,Grounding,Passenger,12.0,Yes,India,27.163781248438582,-106.02494201723084,Grounding involving a Passenger vessel in Indian Ocean.
2010-12-22,Pacific Ocean,Capsizing,Military,12.0,Yes,Germany,31.520480676396375,53.23183913329598,Capsizing involving a Military vessel in Pacific Ocean.
2017-08-13,South China Sea,Grounding,Cargo,6.0,Yes,Norway,-51.83160001476104,15.644168290127311,Grounding involving a Cargo vessel in South China Sea.
2019-09-18,Mediterranean Sea,Collision,Passenger,18.0,Yes,UK,-19.400865412418106,59.94918957916846,Collision involving a Passenger vessel in Mediterranean Sea.
2015-05-22,South China Sea,Capsizing,Cargo,4.0,Yes,UK,-29.536788342376184,-133.52082488892822,Capsizing involving a Cargo vessel in South China Sea.
2016-04-04,Baltic Sea,Fire/Explosion,Military,6.0,No,USA,-31.45550185924209,46.00288601031596,Fire/Explosion involving a Military vessel in Baltic Sea.
2021-12-16,Baltic Sea,Capsizing,Passenger,9.0,No,India,-39.44320926203929,116.74320566123282,Capsizing involving a Passenger vessel in Baltic Sea.
2018-07-30,Mediterranean Sea,Capsizing,Fishing,1.0,Yes,Singapore,-46.7116138447563,-169.56387585905233,Capsizing involving a Fishing vessel in Mediterranean Sea.
2012-06-19,Atlantic Ocean,Grounding,Fishing,2.5,No,Japan,48.822402060113504,133.09781713600051,Grounding involving a Fishing vessel in Atlantic Ocean.
2016-09-18,South China Sea,Grounding,Passenger,15.0,Yes,Norway,49.681610822924,-149.59175885790475,Grounding involving a Passenger vessel in South China Sea.
2017-06-04,Pacific Ocean,Fire/Explosion,Tanker,12.0,Yes,Norway,21.732162278825285,-145.89906095838535,Fire/Explosion involving a Tanker vessel in Pacific Ocean.
2021-05-25,Pacific Ocean,Capsizing,Passenger,6.0,No,Singapore,-12.258740884545979,103.74747354710428,Capsizing involving a Passenger vessel in Pacific Ocean.
2024-10-23,South China Sea,Capsizing,Military,12.0,No,China,33.99742879473975,155.23292312501587,Capsizing involving a Military vessel in South China Sea.
2016-05-07,Atlantic Ocean,Capsizing,Passenger,33.0,Yes,Japan,-56.74135626136122,-90.043848953141,Capsizing involving a Passenger vessel in Atlantic Ocean.
2016-03-12,South China Sea,Capsizing,Tanker,2.0,Yes,Singapore,17.591954410624197,31.059159500829054,Capsizing involving a Tanker vessel in South China Sea.
2021-04-21,Pacific Ocean,Grounding,Military,10.5,Yes,UK,-31.518728314343733,150.0729810549903,Grounding involving a Military vessel in Pacific Ocean.
2012-10-12,South China Sea,Capsizing,Military,3.0,Yes,Singapore,20.302809173873882,-60.84914765858352,Capsizing involving a Military vessel in South China Sea.
2011-08-12,Indian Ocean,Capsizing,Cargo,5.0,No,Germany,-21.74955608907252,55.2799397945694,Capsizing involving a Cargo vessel in Indian Ocean.
2023-05-11,Mediterranean Sea,Capsizing,Tanker,14.0,Yes,Norway,-10.844986318231307,-168.97553644789264,Capsizing involving a Tanker vessel in Mediterranean Sea.
2023-09-17,Pacific Ocean,Collision,Fishing,1.0,No,Germany,-21.764279670881862,-10.611936654023594,Collision involving a Fishing vessel in Pacific Ocean.
2023-11-14,Mediterranean Sea,Fire/Explosion,Fishing,2.0,Yes,UK,-35.80250624866619,98.4255862633305,Fire/Explosion involving a Fishing vessel in Mediterranean Sea.
2025-01-23,Atlantic Ocean,Collision,Fishing,4.0,No,UK,1.4175613926932513,-81.7678349202397,Collision involving a Fishing vessel in Atlantic Ocean.
2015-08-08,Pacific Ocean,Capsizing,Passenger,18.0,Yes,China,59.73433390149728,40.031628021997534,Capsizing involving a Passenger vessel in Pacific Ocean.
2012-11-09,South China Sea,Collision,Passenger,24.0,Yes,India,-14.38265698352889,-152.97832718649104,Collision involving a Passenger vessel in South China Sea.
2022-02-25,Atlantic Ocean,Capsizing,Tanker,6.0,Yes,Germany,-6.890428312837891,37.89257460919478,Capsizing involving a Tanker vessel in Atlantic Ocean.
2022-04-16,Indian Ocean,Collision,Cargo,9.0,Yes,Japan,-52.358694134374026,104.82460427693155,Collision involving a Cargo vessel in Indian Ocean.
2012-02-14,Baltic Sea,Piracy,Military,1.5,No,Japan,50.08009990193571,-25.79592446430908,Piracy involving a Military vessel in Baltic Sea.
2014-08-03,Mediterranean Sea,Grounding,Passenger,9.0,No,USA,62.13176611284638,-98.11335051206576,Grounding involving a Passenger vessel in Mediterranean Sea.
2013-04-23,Atlantic Ocean,Fire/Explosion,Cargo,6.0,Yes,India,40.89217193469581,24.950596221407267,Fire/Explosion involving a Cargo vessel in Atlantic Ocean.
2018-03-12,Mediterranean Sea,Grounding,Tanker,8.0,No,Germany,66.96298889104098,23.82452508674396,Grounding involving a Tanker vessel in Mediterranean Sea.
2021-08-18,Atlantic Ocean,Fire/Explosion,Tanker,14.0,Yes,UK,63.628498412354915,-150.50129089230364,Fire/Explosion involving a Tanker vessel in Atlantic Ocean.
2018-03-26,Mediterranean Sea,Capsizing,Fishing,2.5,Yes,USA,-12.026648353319338,122.12038514746939,Capsizing involving a Fishing vessel in Mediterranean Sea.
2021-08-29,South China Sea,Capsizing,Military,12.0,Yes,UK,9.670242733896245,7.098394268314337,Capsizing involving a Military vessel in South China Sea.
2024-09-11,Baltic Sea,Fire/Explosion,Fishing,4.5,No,USA,-26.002239432710816,-15.348532693967115,Fire/Explosion involving a Fishing vessel in Baltic Sea.
2015-05-22,South China Sea,Capsizing,Passenger,30.0,No,India,68.96116546713895,-115.36988510553743,Capsizing involving a Passenger vessel in South China Sea.
2023-08-18,Mediterranean Sea,Grounding,Fishing,3.0,Yes,Germany,-47.5501984249549,-21.31364387513611,Grounding involving a Fishing vessel in Mediterranean Sea.
2022-09-06,Baltic Sea,Capsizing,Passenger,18.0,No,China,-9.929388691116039,149.03673924661086,Capsizing involving a Passenger vessel in Baltic Sea.
2022-08-05,South China Sea,Piracy,Military,6.0,No,USA,-4.460562472258893,-84.23357423076072,Piracy involving a Military vessel in South China Sea.
2014-12-18,Indian Ocean,Piracy,Fishing,4.0,Yes,Singapore,31.82884205824263,40.00918620487775,Piracy involving a Fishing vessel in Indian Ocean.
2013-04-26,Pacific Ocean,Piracy,Tanker,6.0,No,China,-29.703055650200263,1.9415184861011312,Piracy involving a Tanker vessel in Pacific Ocean.
2018-02-02,South China Sea,Collision,Tanker,12.0,No,Singapore,-9.893938242195425,-103.2901733862666,Collision involving a Tanker vessel in South China Sea.
2021-06-16,South China Sea,Capsizing,Cargo,6.0,No,China,-42.61582152873767,-165.29080361418838,Capsizing involving a Cargo vessel in South China Sea.
2012-05-17,Atlantic Ocean,Grounding,Passenger,15.0,Yes,China,1.90244093516543,-126.75912835321907,Grounding involving a Passenger vessel in Atlantic Ocean.
2022-12-08,Atlantic Ocean,Collision,Tanker,12.0,Yes,USA,-13.640818163134988,41.573856313912756,Collision involving a Tanker vessel in Atlantic Ocean.
2014-02-10,Atlantic Ocean,Fire/Explosion,Cargo,2.0,Yes,Norway,-38.99645163681616,-142.7971055529771,Fire/Explosion involving a Cargo vessel in Atlantic Ocean.
2019-12-12,Mediterranean Sea,Grounding,Fishing,3.5,No,UK,-17.40833581078988,-22.678731192279145,Grounding involving a Fishing vessel in Mediterranean Sea.
2010-11-21,Baltic Sea,Grounding,Tanker,6.0,No,Japan,10.360697275191441,-146.79784224515612,Grounding involving a Tanker vessel in Baltic Sea.
2019-11-22,Pacific Ocean,Grounding,Tanker,6.0,No,Norway,61.117082731181014,42.529480759749134,Grounding involving a Tanker vessel in Pacific Ocean.
2016-01-01,South China Sea,Fire/Explosion,Passenger,18.0,No,USA,-21.14936221656459,174.645086574664,Fire/Explosion involving a Passenger vessel in South China Sea.
2016-05-10,Atlantic Ocean,Piracy,Tanker,6.0,Yes,Singapore,41.14491144244357,-159.16913516753863,Piracy involving a Tanker vessel in Atlantic Ocean.
2018-03-14,South China Sea,Collision,Fishing,1.0,Yes,India,33.349350134112,-70.38578982796251,Collision involving a Fishing vessel in South China Sea.
2016-05-29,Mediterranean Sea,Piracy,Fishing,4.0,No,Germany,52.077833988866615,-152.29466519079983,Piracy involving a Fishing vessel in Mediterranean Sea.
2022-08-10,South China Sea,Collision,Military,7.5,No,Germany,26.606035593611878,67.56350078857187,Collision involving a Military vessel in South China Sea.
2015-06-12,Pacific Ocean,Fire/Explosion,Cargo,4.0,No,Germany,-44.26435647694632,77.97560919328959,Fire/Explosion involving a Cargo vessel in Pacific Ocean.
2016-06-19,Mediterranean Sea,Grounding,Passenger,21.0,No,Singapore,18.358662154472142,-167.30005141516477,Grounding involving a Passenger vessel in Mediterranean Sea.
2024-10-20,Baltic Sea,Piracy,Fishing,1.5,No,India,-49.915659390842094,-129.7476920070585,Piracy involving a Fishing vessel in Baltic Sea.
2014-04-29,Pacific Ocean,Piracy,Tanker,6.0,No,Norway,12.80091813300497,139.0406647097343,Piracy involving a Tanker vessel in Pacific Ocean.
2025-05-20,South China Sea,Collision,Passenger,21.0,No,China,49.65574574380608,152.48191428408177,Collision involving a Passenger vessel in South China Sea.
2014-01-10,Baltic Sea,Capsizing,Military,1.5,Yes,Singapore,2.6840044357566697,142.00770269389704,Capsizing involving a Military vessel in Baltic Sea.
2025-06-07,Atlantic Ocean,Fire/Explosion,Passenger,18.0,No,China,28.35272778511819,102.54898467180226,Fire/Explosion involving a Passenger vessel in Atlantic Ocean.
2017-06-16,Baltic Sea,Capsizing,Tanker,8.0,No,USA,-1.6814203610842071,-74.98874298729375,Capsizing involving a Tanker vessel in Baltic Sea.
2015-10-06,Atlantic Ocean,Collision,Fishing,3.5,Yes,USA,-28.610097029136625,151.00106519833832,Collision involving a Fishing vessel in Atlantic Ocean.
2016-07-14,Baltic Sea,Piracy,Passenger,6.0,No,Germany,13.984408525031455,53.33008336353032,Piracy involving a Passenger vessel in Baltic Sea.
2016-05-18,Atlantic Ocean,Piracy,Tanker,8.0,No,Norway,26.85492415189161,57.35012656245374,Piracy involving a Tanker vessel in Atlantic Ocean.
2015-09-11,Baltic Sea,Piracy,Cargo,4.0,No,China,19.32299642984313,-21.776060654032136,Piracy involving a Cargo vessel in Baltic Sea.
2023-07-19,Pacific Ocean,Capsizing,Passenger,15.0,No,UK,67.89944890776614,30.931890213324806,Capsizing involving a Passenger vessel in Pacific Ocean.
2012-03-27,South China Sea,Piracy,Fishing,3.5,No,Norway,34.31621515494001,-33.209853248797,Piracy involving a Fishing vessel in South China Sea.
2010-10-15,Pacific Ocean,Capsizing,Fishing,4.0,Yes,India,-50.50790697484191,-9.54007193244854,Capsizing involving a Fishing vessel in Pacific Ocean.
2012-01-25,Pacific Ocean,Grounding,Military,4.5,Yes,India,64.78267466521744,109.85210868796725,Grounding involving a Military vessel in Pacific Ocean.
2022-06-19,Atlantic Ocean,Fire/Explosion,Passenger,12.0,Yes,Singapore,2.230879525427909,-41.130114230735984,Fire/Explosion involving a Passenger vessel in Atlantic Ocean.
2019-11-17,Indian Ocean,Fire/Explosion,Cargo,5.0,Yes,Germany,23.37596186570559,-35.223440507839456,Fire/Explosion involving a Cargo vessel in Indian Ocean.
2022-05-22,Atlantic Ocean,Capsizing,Fishing,4.5,No,India,34.062884687067964,-42.607538396692746,Capsizing involving a Fishing vessel in Atlantic Ocean.
2014-01-14,South China Sea,Fire/Explosion,Fishing,1.5,Yes,UK,-19.120913981763096,-103.78288785893561,Fire/Explosion involving a Fishing vessel in South China Sea.
2013-06-26,South China Sea,Capsizing,Passenger,21.0,Yes,Germany,-56.61114086192412,-115.06111338727767,Capsizing involving a Passenger vessel in South China Sea.
2013-07-30,Atlantic Ocean,Collision,Passenger,6.0,No,Germany,-30.619324146601524,-39.39555461654717,Collision involving a Passenger vessel in Atlantic Ocean.
